name,address,type,lat,lng
봉천역,서울특별시 관악구 남부순환로 1730 (봉천동),starbucks,37.4820375340064,126.942287792538
건국대,서울특별시 광진구 능동로 117 (화양동),starbucks,37.5415592,127.0711244
어린이대공원역,서울특별시 광진구 능동로 243 (군자동),starbucks,37.551946,127.076404
아차산역,서울특별시 광진구 천호대로 676 (구의동),starbucks,37.5505388,127.0898757
올림픽대교북단,서울특별시 광진구 광나루로 608 (구의동),starbucks,37.541129,127.09524
구의DT,서울특별시 광진구 광나루로 519 (구의동),starbucks,37.5451984,127.0871587
자양사거리,서울특별시 광진구 아차산로 355,starbucks,37.5371158,127.0825821
군자역,서울특별시 광진구 천호대로 548 (군자동) 중앙빌딩,starbucks,37.556965,127.079032
광나루,"서울특별시 광진구 아차산로 607, 1,2층 (광장동)",starbucks,37.547442,127.105934
건대스타시티,서울특별시 광진구 아차산로 262 (자양동),starbucks,37.538544,127.073009
건대입구,서울특별시 광진구 능동로 107 (화양동),starbucks,37.5406604,127.07072249999999
구의역,서울특별시 광진구 아차산로 373 (구의동),starbucks,37.53698,127.084015
광장,서울특별시 광진구 아차산로 537-17 (광장동),starbucks,37.542518,127.099651
건국클래식,서울특별시 광진구 능동로 90 (자양동) 더 클래식500,starbucks,37.538466,127.071271
건대후문,서울특별시 광진구 능동로 172 (화양동),starbucks,37.5460180138476,127.074001181744
중곡역,"서울특별시 광진구 능동로 400 (중곡동) 1층 108,109,110,111,112,118 6개호실",starbucks,37.5650109508732,127.08459679908
자양이마트,서울특별시 광진구 아차산로 272 (자양동) 지하1층,starbucks,37.537817,127.072597
뚝섬유원지역,"서울특별시 광진구 능동로 18 (자양동, 이튼타워리버3차)",starbucks,37.532684640479,127.067878503557
군자사거리,서울특별시 광진구 천호대로 549 (중곡동) 1층,starbucks,37.5575666,127.079334
금천구청역,"서울특별시 금천구 시흥대로73길 67 (시흥동), 엠메디컬타워 1층",starbucks,37.455983,126.895727
가산에스케이,"서울특별시 금천구 가산디지털1로 171 (가산동), SK V1센터 1층",starbucks,37.48061318,126.8805702
독산사거리,서울특별시 금천구 시흥대로 426 (독산동),starbucks,37.471528328745485,126.89856062315228
금천시흥,서울특별시 금천구 시흥대로 164 (시흥동),starbucks,37.448624,126.903183
가산디지털단지역,"서울특별시 금천구 벚꽃로 298 (가산동), 대륭포스트타워 6차 1층",starbucks,37.481324,126.883779
금천독산,서울특별시 금천구 두산로 70 (독산동),starbucks,37.46914,126.895246
가산디지털,"서울특별시 금천구 가산디지털1로 168 (가산동), 우림라이온스밸리 B동 1층",starbucks,37.4798346,126.88249969999992
마리오아울렛,서울특별시 금천구 벚꽃로 266 마리오아울렛3관,starbucks,37.478701,126.885076
가산브이타워,"서울특별시 금천구 가산디지털1로 128 (가산동), V-TOWER 1층",starbucks,37.477221,126.883683
가산그레이트,"서울특별시 금천구 디지털로9길 32, 갑을그레이트밸리 1층 (가산동)",starbucks,37.4794491,126.88747680000006
독산역,"서울특별시 금천구 가산디지털1로 16 (가산동), 107-2, 108, 109호",starbucks,37.4676446,126.8876698
가산현대아울렛,"서울특별시 금천구 디지털로10길 9 (가산동), 1층 일부",starbucks,37.477581,126.888603
가산케이에스,"서울특별시 금천구 벚꽃로36길 30 (가산동), 가산KS타워 1층",starbucks,37.4807071377614,126.885099760167
월계역,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호)",starbucks,37.6295,127.0574
월계트레이더스,서울특별시 노원구 마들로3길 15 (월계동),starbucks,37.6277053,127.06149779999998
상계초교사거리,서울특별시 노원구 노원로 449 (상계동),starbucks,37.656776,127.066442
공릉DT,서울특별시 노원구 동일로 1015 (공릉동),starbucks,37.6206884,127.0743116
노원마들역,"서울특별시 노원구 노원로 569 (상계동, 임광아파트)",starbucks,37.660941,127.058008
공릉역,서울특별시 노원구 동일로 1081 (공릉동),starbucks,37.626337,127.072252
은행사거리,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)",starbucks,37.65048737,127.0759861
노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)",starbucks,37.654562,127.063617
광운대,서울특별시 노원구 석계로 104 (월계동),starbucks,37.6231479,127.06070090000003
중계역,"서울특별시 노원구 동일로 1339, 대한빌딩 (상계동)",starbucks,37.64817,127.062244
노원역,서울특별시 노원구 동일로 1413 (상계동) 1층,starbucks,37.654751,127.060034
월계이마트,서울특별시 노원구 마들로3길 15 (월계동),starbucks,37.627155,127.062094
태릉입구역DT,서울특별시 노원구 화랑로 469 (공릉동),starbucks,37.61942,127.07932
노원상계,서울특별시 노원구 동일로215길 2 (상계동),starbucks,37.651535,127.061026
창동이마트,서울특별시 도봉구 노해로65길 4 (창동),starbucks,37.651645,127.046869
쌍문역,서울특별시 도봉구 도봉로 480 (창동),starbucks,37.648456,127.034783
도봉구청,서울특별시 도봉구 마들로 665 (도봉동),starbucks,37.6695034764443,127.04603799266
쌍문도봉로,서울특별시 도봉구 도봉로 444 (창동),starbucks,37.6453516,127.0331011
도봉로DT,서울특별시 도봉구 도봉로 635 (쌍문동),starbucks,37.6611805929041,127.041630065957
방학역,"서울특별시 도봉구 도봉로 684 (방학동)101,102,113,114,115호",starbucks,37.6653125,127.0433125
창동역,서울특별시 도봉구 마들로13길 61 (창동),starbucks,37.6545021055909,127.049672533607
노량진동,"서울특별시 동작구 노량진로 190 (노량진동, 고려교육타워-어바니엘한강) 101호~105호",starbucks,37.513068,126.946537
남성역,서울특별시 동작구 사당로 219 (사당동),starbucks,37.4841198,126.9725739
상도역,서울특별시 동작구 상도로37길 1 (상도1동),starbucks,37.5031936,126.9484581
보라매공원R,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)",starbucks,37.49226212712864,126.92334570798292
이수자이,서울특별시 동작구 사당로 300 (사당동 이수자이),starbucks,37.484414,126.980047
노량진역,서울특별시 동작구 노량진로 134 (노량진동),starbucks,37.51339,126.940879
신대방삼거리역,서울특별시 동작구 상도로 102 (상도동),starbucks,37.499914,126.931766
중앙대,서울특별시 동작구 흑석로 75-1 (흑석동),starbucks,37.506933,126.958125
숭실대입구역,서울특별시 동작구 상도로 354 (상도동),starbucks,37.4968346,126.95271230000003
숭실대,서울특별시 동작구 사당로 4 (상도동),starbucks,37.49538073,126.9548891
사당역,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)",starbucks,37.47849216,126.9813456
서강대프라자,서울특별시 마포구 백범로 35 (신수동),starbucks,37.551073,126.943096
상암YTN,서울특별시 마포구 상암산로 76 (상암동),starbucks,37.579183,126.892315
마포용강동,서울특별시 마포구 토정로 295 (용강동),starbucks,37.541186,126.942209
홍대입구역사거리R,서울특별시 마포구 양화로 125 (서교동),starbucks,37.554636,126.92036
마포경찰서후문,서울특별시 마포구 마포대로 173-14 (아현동),starbucks,37.550800,126.953432
공덕,서울특별시 마포구 마포대로 130 (공덕동),starbucks,37.545913,126.952956
합정폴리스R,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",starbucks,37.5509,126.9134
홍대공항철도역,서울특별시 마포구 양화로 178 (동교동),starbucks,37.557491,126.925146
마포염리,서울특별시 마포구 독막로 311 (염리동),starbucks,37.543876,126.94768
서강광흥창역,서울특별시 마포구 서강로 69 (창전동),starbucks,37.549377,126.931661
합정,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-2",starbucks,37.549630,126.912999
서강대흥역,서울특별시 마포구 백범로 89-5 (대흥동),starbucks,37.548178,126.941576
서교동사거리,서울특별시 마포구 양화로 105 (서교동),starbucks,37.553376,126.918564
상암사보이시티,서울특별시 마포구 월드컵북로54길 17 (상암동),starbucks,37.58147,126.888983
신촌오거리,서울특별시 마포구 신촌로16길 10 (노고산동),starbucks,37.555137,126.934694
상암디지털큐브,서울특별시 마포구 상암산로 34,starbucks,37.5763132,126.8892477
상수역,서울특별시 마포구 독막로 88 (상수동),starbucks,37.5474817,126.92321579999998
공덕오거리,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩,starbucks,37.5424641,126.95057730000008
서강대,서울특별시 마포구 백범로 23 (신수동),starbucks,37.5524584,126.9378262
상암MBC,서울특별시 마포구 성암로 267 (상암동),starbucks,37.581297,126.890908
홍대역,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)",starbucks,37.557175,126.923654
동교,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)",starbucks,37.556928,126.919819
애오개역,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동)",starbucks,37.55218737,126.9555203
상암DMC,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)",starbucks,37.577623,126.890684
마포일진빌딩,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)",starbucks,37.54043451,126.9463168
마포아크로,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워,starbucks,37.54145556,126.948819
홍대삼거리,서울특별시 마포구 와우산로 64 (상수동),starbucks,37.550266,126.923179
망원역,서울특별시 마포구 월드컵로 74 (서교동),starbucks,37.555829,126.910637
마포이마트,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트,starbucks,37.542421,126.953341
합정메세나몰,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",starbucks,37.551004,126.913848
아현역대로,서울특별시 마포구 신촌로 262 (아현동),starbucks,37.557097,126.954834
디지털미디어시티역,서울특별시 마포구 성암로 179 (상암동),starbucks,37.57609,126.89897
홍대역8번출구,서울특별시 마포구 양화로 166 (동교동),starbucks,37.556743503599,126.924166543608
합정푸르지오,"서울특별시 마포구 월드컵로3길 14 (합정동, 마포 한강 2차 푸르지오)",starbucks,37.55109819950203,126.9123070691659
홍대동교,서울특별시 마포구 양화로 192 (동교동),starbucks,37.5583280533329,126.926246501876
망원한강공원,서울특별시 마포구 마포나루길 435 (망원동),starbucks,37.5545625,126.8956875
가재울뉴타운,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",starbucks,37.5749841,126.9164441
남가좌사거리,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)",starbucks,37.577386,126.920815
신촌역,서울특별시 서대문구 신촌로 73 (창천동),starbucks,37.556167,126.934673
연희동,서울특별시 서대문구 연희로 97 (연희동),starbucks,37.566702,126.930475
아현역,"서울특별시 서대문구 신촌로35길 10 (북아현동, e편한세상신촌 4단지)",starbucks,37.558421,126.956349
홍제역,서울특별시 서대문구 통일로 451 (홍제동),starbucks,37.588658,126.943864
연세백양로,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교,starbucks,37.562644,126.937529
연희DT,서울특별시 서대문구 연희로 144 (연희동),starbucks,37.5702143,126.9339777
경기대,서울특별시 서대문구 충정로 53 (충정로2가),starbucks,37.56367995,126.9646045
신촌,서울특별시 서대문구 연세로 10-1 (창천동),starbucks,37.55648577,126.9371155
이대R,서울특별시 서대문구 이화여대길 34 (대현동),starbucks,37.55848315,126.9459643
연세종합관,"서울특별시 서대문구 연세로 50, 연세세브란스 종합관 (신촌동)",starbucks,37.56177145,126.9414708
이대ECC,서울특별시 서대문구 이화여대길 52 (대현동) 이화여자대학교 B415호,starbucks,37.561631,126.94735
연대,서울특별시 서대문구 연세로 35 (창천동),starbucks,37.558706,126.936727
신촌아트레온,서울특별시 서대문구 신촌로 129 (창천동),starbucks,37.556505,126.940238
충정로역,서울특별시 서대문구 충정로 23,starbucks,37.56137,126.963219
연대동문,서울특별시 서대문구 성산로 565 (대신동),starbucks,37.566385,126.946273
신촌명물거리,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)",starbucks,37.557796,126.938095
충정타워,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가)",starbucks,37.559869,126.964110
이대역,서울특별시 서대문구 신촌로 183 (대현동),starbucks,37.5570861,126.9462802
북가좌DT,서울특별시 서대문구 응암로 85 (북가좌동),starbucks,37.580758,126.911478
현대신촌,서울특별시 서대문구 신촌로 83 (창천동),starbucks,37.5560830579515,126.935844876509
방배로,서울특별시 서초구 방배로 52 (방배동),starbucks,37.4793434,126.9994968
강남교보타워R,서울특별시 서초구 강남대로 465 (서초동),starbucks,37.503789,127.024075
방배다이치빌딩,서울특별시 서초구 방배로 114 (방배동),starbucks,37.484329,126.995872
센트럴F1,서울특별시 서초구 신반포로 176 (반포동),starbucks,37.505148,127.004395
서초역이화빌딩,서울특별시 서초구 반포대로21길 3 (서초동),starbucks,37.487931,127.009126
서초구청,서울특별시 서초구 남부순환로 2557 (서초동),starbucks,37.484206,127.030103
서초우성사거리,서울특별시 서초구 강남대로 343 (서초동),starbucks,37.493545,127.02943
이수역사거리,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1)",starbucks,37.48585,126.983027
강남대로신사,서울특별시 서초구 강남대로 595 (잠원동),starbucks,37.51489,127.019469
서울고속터미널,서울특별시 서초구 신반포로 194 (반포동),starbucks,37.504406,127.005648
강남대로논현R,서울특별시 서초구 강남대로85길 5 (반포동),starbucks,37.507413,127.022568
방배,서울특별시 서초구 방배로 211,starbucks,37.491914,126.99049739999998
방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동),starbucks,37.4934767,126.9865297
서초법원,서울특별시 서초구 서초대로 274 (서초동),starbucks,37.492970,127.011875
청계산입구역,서울특별시 서초구 청계산로 203 (신원동),starbucks,37.447323,127.056250
사당로데오,서울특별시 서초구 방배천로 5-4(방배동),starbucks,37.4772752,126.98216049999996
파미에파크R,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY,starbucks,37.5030521,127.004362
양재역,서울특별시 서초구 강남대로 202 (양재동) 모산빌딩,starbucks,37.4820475,127.0367682
논현역,서울특별시 서초구 강남대로 557 (잠원동) 1~2층,starbucks,37.5111983,127.0205875
이수역,서울특별시 서초구 동작대로 112 (방배동),starbucks,37.4864664,126.98274029999993
내방역,서울특별시 서초구 방배로 184 (방배동) 대풍빌딩,starbucks,37.490004,126.992455
서초파라곤,서울특별시 서초구 서초대로74길 29 (서초동) 서초파라곤,starbucks,37.494941,127.027422
서울아트센터,서울특별시 서초구 남부순환로 2395 (서초동) 호경빌딩,starbucks,37.480866,127.012368
서초중앙로,서울특별시 서초구 서초중앙로 225,starbucks,37.501691,127.01152
센트럴시티,서울특별시 서초구 신반포로 176 (반포동),starbucks,37.504707,127.004459
강남삼성타운,서울특별시 서초구 서초대로78길 24 (서초동),starbucks,37.49562035,127.0277144
